id,char_id,encode_type,code,ncr_code,tone,pic,ext_info,gmt_create,gmt_modified,code_point,font,weight
2.02207E+12,903102,SPLIT,火昆,,,,,06:56.0,06:56.0,,,8
2.02207E+12,0045c0,UNICODE,𤨾,,,,,06:56.0,06:56.0,24A3E,,8
2.02207E+12,0045c0,PINYIN,KUN,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,0045c0,SPLIT,王山昆,,,,,06:56.0,06:56.0,,,8
2.02207E+12,e4ca07,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,e4ca07,UNICODE,㛇,,,,,06:56.0,06:56.0,36C7,,8
2.02207E+12,e4ca07,PINYIN,ZHUANG,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,e4ca07,SPLIT,女庄,,,,,06:56.0,06:56.0,,,8
2.02207E+12,ae78ce,UNICODE,琤,,,,,06:56.0,06:56.0,7424,,8
2.02207E+12,ae78ce,PINYIN,CHENG,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,ae78ce,SPLIT,王争,,,,,06:56.0,06:56.0,,,8
2.02207E+12,81355f,UNICODE,玥,,,,,06:56.0,06:56.0,73A5,,8
2.02207E+12,81355f,PINYIN,YUE,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,81355f,SPLIT,王月,,,,,06:56.0,06:56.0,,,8
2.02207E+12,5c4e1f,UNICODE,旻,,,,,06:56.0,06:56.0,65FB,,8
2.02207E+12,5c4e1f,PINYIN,MIN,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,5c4e1f,SPLIT,日文,,,,,06:56.0,06:56.0,,,8
2.02207E+12,5b5ed6,UNICODE,䳟,,,,,06:56.0,06:56.0,4CDF,,8
2.02207E+12,5b5ed6,PINYIN,MING,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,5b5ed6,SPLIT,明鸟,,,,,06:56.0,06:56.0,,,8
2.02207E+12,a70a3a,UNICODE,璟,,,,,06:56.0,06:56.0,749F,,8
2.02207E+12,a70a3a,PINYIN,JING,,3,,,06:56.0,06:56.0,,,8
2.02207E+12,a70a3a,SPLIT,王景,,,,,06:56.0,06:56.0,,,8
2.02207E+12,5921bf,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,5921bf,PINYIN,RONG,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,5921bf,SPLIT,钅荣,,,,,06:56.0,06:56.0,,,8
2.02207E+12,5921bf,SPLIT,金荣,,,,,06:56.0,06:56.0,,,8
2.02207E+12,5921bf,TRADITIONAL,鑅,,,,,06:56.0,06:56.0,9445,,8
2.02207E+12,7cb879,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,7cb879,UNICODE,𤧞,,,,,06:56.0,06:56.0,249DE,,8
2.02207E+12,7cb879,PINYIN,MEI,,3,,,06:56.0,06:56.0,,,8
2.02207E+12,7cb879,SPLIT,王美,,,,,06:56.0,06:56.0,,,8
2.02207E+12,6b0040,UNICODE,垚,,,,,06:56.0,06:56.0,579A,,8
2.02207E+12,6b0040,PINYIN,YAO,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,6b0040,SPLIT,土土土,,,,,06:56.0,06:56.0,,,8
2.02207E+12,0ce2a5,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,0ce2a5,UNICODE,𫘧,,,,,06:56.0,06:56.0,2B627,,8
2.02207E+12,0ce2a5,PINYIN,LU,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,0ce2a5,SPLIT,马录,,,,,06:56.0,06:56.0,,,8
2.02207E+12,0ce2a5,TRADITIONAL,騄,,,,,06:56.0,06:56.0,9A04,,8
2.02207E+12,774a78,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,774a78,UNICODE,㭎,,,,,06:56.0,06:56.0,3B4E,,8
2.02207E+12,774a78,PINYIN,GANG,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,774a78,SPLIT,木冈,,,,,06:56.0,06:56.0,,,8
2.02207E+12,774a78,TRADITIONAL,棡,,,,,06:56.0,06:56.0,6.80E+02,,8
2.02207E+12,30b346,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,30b346,UNICODE,㧏,,,,,06:56.0,06:56.0,39CF,,8
2.02207E+12,30b346,PINYIN,GANG,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,30b346,SPLIT,扌冈,,,,,06:56.0,06:56.0,,,8
2.02207E+12,30b346,TRADITIONAL,掆,,,,,06:56.0,06:56.0,6386,,8
2.02207E+12,a37b92,UNICODE,,,,,,06:56.0,06:56.0,284C8,,8
2.02207E+12,a37b92,PINYIN,KUO,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,121889,UNICODE,煇,,,,,06:56.0,06:56.0,7147,,8
2.02207E+12,121889,PINYIN,HUI,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,121889,PINYIN,YUN4,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,121889,PINYIN,XUN,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,121889,SPLIT,火军,,,,,06:56.0,06:56.0,,,8
2.02207E+12,82846f,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,82846f,UNICODE,㧑,,,,,06:56.0,06:56.0,39D1,,8
2.02207E+12,82846f,PINYIN,HUI,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,82846f,SPLIT,扌为,,,,,06:56.0,06:56.0,,,8
2.02207E+12,82846f,TRADITIONAL,撝,,,,,06:56.0,06:56.0,649D,,8
2.02207E+12,2baf46,UNICODE,彧,,,,,06:56.0,06:56.0,5F67,,8
2.02207E+12,2baf46,PINYIN,YU,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,72ddd3,UNICODE,𨰻,,,,,06:56.0,06:56.0,28C3B,,8
2.02207E+12,72ddd3,PINYIN,YU,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,72ddd3,SPLIT,金金金金,,,,,06:56.0,06:56.0,,,8
2.02207E+12,dd3cd3,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,dd3cd3,UNICODE,𤰉,,,,,06:56.0,06:56.0,24C09,,8
2.02207E+12,dd3cd3,PINYIN,LA,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,dd3cd3,PINYIN,YONG,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,dd3cd3,SPLIT,足用,,,,,06:56.0,06:56.0,,,8
2.02207E+12,f78a86,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,f78a86,UNICODE,𤰙,,,,,06:56.0,06:56.0,24C19,,8
2.02207E+12,f78a86,PINYIN,LA,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,f78a86,PINYIN,GE,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,f78a86,PINYIN,KE,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,f78a86,SPLIT,九田,,,,,06:56.0,06:56.0,,,8
2.02207E+12,9def2c,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,9def2c,UNICODE,𠡠,,,,,06:56.0,06:56.0,20860,,8
2.02207E+12,9def2c,PINYIN,CHI,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,9def2c,SPLIT,来力,,,,,06:56.0,06:56.0,,,8
2.02207E+12,9def2c,TRADITIONAL,㩽,,,,,06:56.0,06:56.0,3A7D,,8
2.02207E+12,9def2c,TRADITIONAL,勑,,,,,06:56.0,06:56.0,52D1,,8
2.02207E+12,dbf23c,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,dbf23c,UNICODE,𫝫,,,,,06:56.0,06:56.0,2B76B,,8
2.02207E+12,dbf23c,PINYIN,LAI,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,dbf23c,PINYIN,LAI,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,dbf23c,SPLIT,女来,,,,,06:56.0,06:56.0,,,8
2.02207E+12,dbf23c,TRADITIONAL,婡,,,,,06:56.0,06:56.0,5A61,,8
2.02207E+12,2da6b3,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,2da6b3,UNICODE,㙟,,,,,06:56.0,06:56.0,365F,,8
2.02207E+12,2da6b3,PINYIN,LANG,,3,,,06:56.0,06:56.0,,,8
2.02207E+12,2da6b3,SPLIT,土朗,,,,,06:56.0,06:56.0,,,8
2.02207E+12,2da6b3,TRADITIONAL,塱,,,,,06:56.0,06:56.0,5871,,8
2.02207E+12,081b01,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,081b01,UNICODE,𰵝,,,,,06:56.0,06:56.0,30D5D,,8
2.02207E+12,081b01,PINYIN,HE,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,081b01,SPLIT,讠禾,,,,,06:56.0,06:56.0,,,8
2.02207E+12,081b01,TRADITIONAL,訸,,,,,06:56.0,06:56.0,8A38,,8
2.02207E+12,2e2e4f,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,2e2e4f,UNICODE,䄻,,,,,06:56.0,06:56.0,413B,,8
2.02207E+12,2e2e4f,PINYIN,CHAO,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,2e2e4f,PINYIN,TAO,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,2e2e4f,PINYIN,ZHAO,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,2e2e4f,SPLIT,禾兆,,,,,06:56.0,06:56.0,,,8
2.02207E+12,2e2e4f,TRADITIONAL,𥟯,,,,,06:56.0,06:56.0,257EF,,8
2.02207E+12,8eff88,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,8eff88,UNICODE,𤧟,,,,,06:56.0,06:56.0,249DF,,8
2.02207E+12,8eff88,PINYIN,TING,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,8eff88,SPLIT,王亭,,,,,06:56.0,06:56.0,,,8
2.02207E+12,7fd1d4,UNICODE,䁎,,,,,06:56.0,06:56.0,404E,,8
2.02207E+12,7fd1d4,PINYIN,TING,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,7fd1d4,PINYIN,CHENG,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,7fd1d4,SPLIT,目亭,,,,,06:56.0,06:56.0,,,8
2.02207E+12,36d00c,UNICODE,㚢,,,,,06:56.0,06:56.0,36A2,,8
2.02207E+12,36d00c,PINYIN,NV,,3,,,06:56.0,06:56.0,,,8
2.02207E+12,36d00c,PINYIN,NU,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,36d00c,PINYIN,WU,,3,,,06:56.0,06:56.0,,,8
2.02207E+12,36d00c,SPLIT,亻女,,,,,06:56.0,06:56.0,,,8
2.02207E+12,85360b,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,85360b,UNICODE,𫔭,,,,,06:56.0,06:56.0,2B52D,,8
2.02207E+12,85360b,PINYIN,KAI,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,85360b,SPLIT,门开,,,,,06:56.0,06:56.0,,,8
2.02207E+12,85360b,TRADITIONAL,開,,,,,06:56.0,06:56.0,958B,,8
2.02207E+12,85360b,TRADITIONAL,开,,,,,06:56.0,06:56.0,5F00,,8
2.02207E+12,b47214,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,b47214,UNICODE,𬮿,,,,,06:56.0,06:56.0,2CBBF,,8
2.02207E+12,b47214,PINYIN,AI,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,b47214,PINYIN,QI,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,b47214,PINYIN,GAI,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,b47214,SPLIT,阝岂,,,,,06:56.0,06:56.0,,,8
2.02207E+12,b47214,TRADITIONAL,隑,,,,,06:56.0,06:56.0,9691,,8
2.02207E+12,fa6662,UNICODE,㢨,,,,,06:56.0,06:56.0,38A8,,8
2.02207E+12,fa6662,PINYIN,HAN,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,fa6662,SPLIT,弓干,,,,,06:56.0,06:56.0,,,8
2.02207E+12,9bb1f9,UNICODE,𫘛,,,,,06:56.0,06:56.0,2B61B,,8
2.02207E+12,9bb1f9,PINYIN,HAN,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,9bb1f9,PINYIN,HAN,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,9bb1f9,SPLIT,马干,,,,,06:56.0,06:56.0,,,8
2.02207E+12,97fa5d,UNICODE,𤆬,,,,,06:56.0,06:56.0,241AC,,8
2.02207E+12,97fa5d,PINYIN,QU,,3,,,06:56.0,06:56.0,,,8
2.02207E+12,97fa5d,SPLIT,毛灬,,,,,06:56.0,06:56.0,,,8
2.02207E+12,94faf7,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,94faf7,UNICODE,𪨰,,,,,06:56.0,06:56.0,2AA30,,8
2.02207E+12,94faf7,PINYIN,QU,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,94faf7,SPLIT,山曲,,,,,06:56.0,06:56.0,,,8
2.02207E+12,3b3969,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,3b3969,UNICODE,𪜔,,,,,06:56.0,06:56.0,2A714,,8
2.02207E+12,3b3969,PINYIN,QU,,3,,,06:56.0,06:56.0,,,8
2.02207E+12,3b3969,SPLIT,九曲,,,,,06:56.0,06:56.0,,,8
2.02207E+12,a5f3cc,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,a5f3cc,PINYIN,LIAN4,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,a5f3cc,TRADITIONAL,鍊,,,,,06:56.0,06:56.0,934A,,8
2.02207E+12,d7d7b1,UNICODE,樑,,,,,06:56.0,06:56.0,6A11,,8
2.02207E+12,d7d7b1,PINYIN,LIANG,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,17d572,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,17d572,UNICODE,𬴀,,,,,06:56.0,06:56.0,2CD00,,8
2.02207E+12,17d572,PINYIN,LIANG,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,17d572,SPLIT,马良,,,,,06:56.0,06:56.0,,,8
2.02207E+12,17d572,TRADITIONAL,駺,,,,,06:56.0,06:56.0,99FA,,8
2.02207E+12,f96822,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,f96822,UNICODE,𬤐,,,,,06:56.0,06:56.0,2C910,,8
2.02207E+12,f96822,PINYIN,GE,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,f96822,SPLIT,讠哥,,,,,06:56.0,06:56.0,,,8
2.02207E+12,f96822,TRADITIONAL,謌,,,,,06:56.0,06:56.0,8B0C,,8
2.02207E+12,f96822,TRADITIONAL,歌,,,,,06:56.0,06:56.0,6B4C,,8
2.02207E+12,d1508c,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,d1508c,PINYIN,GE,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,d1508c,SPLIT,王哥,,,,,06:56.0,06:56.0,,,8
2.02207E+12,755ea6,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,755ea6,UNICODE,𬮤,,,,,06:56.0,06:56.0,2CBA4,,8
2.02207E+12,755ea6,PINYIN,XIA,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,755ea6,PINYIN,GE,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,755ea6,PINYIN,HE,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,755ea6,SPLIT,门合,,,,,06:56.0,06:56.0,,,8
2.02207E+12,755ea6,TRADITIONAL,閤,,,,,06:56.0,06:56.0,95A4,,8
2.02207E+12,7e4d31,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,7e4d31,UNICODE,𬮦,,,,,06:56.0,06:56.0,2CBA6,,8
2.02207E+12,7e4d31,PINYIN,GUAN,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,7e4d31,SPLIT,门关,,,,,06:56.0,06:56.0,,,8
2.02207E+12,7e4d31,TRADITIONAL,関,,,,,06:56.0,06:56.0,95A2,,8
2.02207E+12,12f378,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,12f378,UNICODE,𬭚,,,,,06:56.0,06:56.0,2CB5A,,8
2.02207E+12,12f378,PINYIN,CHUN,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,12f378,SPLIT,钅享,,,,,06:56.0,06:56.0,,,8
2.02207E+12,12f378,TRADITIONAL,錞,,,,,06:56.0,06:56.0,931E,,8
2.02207E+12,e0c603,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,e0c603,UNICODE,䵍,,,,,06:56.0,06:56.0,4D4D,,8
2.02207E+12,e0c603,PINYIN,TUN,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,e0c603,SPLIT,黄享,,,,,06:56.0,06:56.0,,,8
2.02207E+12,e0c603,TRADITIONAL,𪏆,,,,,06:56.0,06:56.0,2A3C6,,8
2.02207E+12,6cf248,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,6cf248,UNICODE,䴓,,,,,06:56.0,06:56.0,4D13,,8
2.02207E+12,6cf248,PINYIN,SHI,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,6cf248,SPLIT,帀鸟,,,,,06:56.0,06:56.0,,,8
2.02207E+12,6cf248,TRADITIONAL,鳾,,,,,06:56.0,06:56.0,9CFE,,8
2.02207E+12,6cf248,TRADITIONAL,鶳,,,,,06:56.0,06:56.0,9DB3,,8
2.02207E+12,6cf248,TRADITIONAL,𩿐,,,,,06:56.0,06:56.0,29FD0,,8
2.02207E+12,5552a2,UNICODE,𣛮,,,,,06:56.0,06:56.0,236EE,,8
2.02207E+12,5552a2,PINYIN,SHENG,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,5552a2,SPLIT,木盛,,,,,06:56.0,06:56.0,,,8
2.02207E+12,f80e2f,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,f80e2f,UNICODE,𢒉,,,,,06:56.0,06:56.0,22489,,8
2.02207E+12,f80e2f,PINYIN,SHAN,,3,,,06:56.0,06:56.0,,,8
2.02207E+12,f80e2f,SPLIT,彡且,,,,,06:56.0,06:56.0,,,8
2.02207E+12,0b35aa,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,0b35aa,UNICODE,𬬺,,,,,06:56.0,06:56.0,2CB3A,,8
2.02207E+12,0b35aa,PINYIN,CHU,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,0b35aa,PINYIN,ZU,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,0b35aa,PINYIN,JU,,3,,,06:56.0,06:56.0,,,8
2.02207E+12,0b35aa,PINYIN,XU,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,0b35aa,SPLIT,钅且,,,,,06:56.0,06:56.0,,,8
2.02207E+12,0b35aa,TRADITIONAL,鉏,,,,,06:56.0,06:56.0,924F,,8
2.02207E+12,5ab6cf,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,5ab6cf,UNICODE,𬞟,,,,,06:56.0,06:56.0,2C79F,,8
2.02207E+12,5ab6cf,PINYIN,PIN,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,5ab6cf,PINYIN,PING,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,5ab6cf,SPLIT,艹频,,,,,06:56.0,06:56.0,,,8
2.02207E+12,5ab6cf,TRADITIONAL,蘋,,,,,06:56.0,06:56.0,860B,,8
2.02207E+12,5ab6cf,TRADITIONAL,苹,,,,,06:56.0,06:56.0,82F9,,8
2.02207E+12,18f13e,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,18f13e,UNICODE,𬍡,,,,,06:56.0,06:56.0,2C361,,8
2.02207E+12,18f13e,PINYIN,DANG,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,18f13e,SPLIT,汤玉,,,,,06:56.0,06:56.0,,,8
2.02207E+12,18f13e,TRADITIONAL,璗,,,,,06:56.0,06:56.0,7497,,8
2.02207E+12,61fbef,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,61fbef,PINYIN,QI,,3,,,06:56.0,06:56.0,,,8
2.02207E+12,61fbef,SPLIT,啟口,,,,,06:56.0,06:56.0,,,8
2.02207E+12,61fbef,TRADITIONAL,启,,,,,06:56.0,06:56.0,542F,,8
2.02207E+12,61fbef,TRADITIONAL,啟,,,,,06:56.0,06:56.0,555F,,8
2.02207E+12,57a0a1,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,57a0a1,UNICODE,𪠽,,,,,06:56.0,06:56.0,2A83D,,8
2.02207E+12,57a0a1,PINYIN,DANG,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,57a0a1,SPLIT,口当,,,,,06:56.0,06:56.0,,,8
2.02207E+12,57a0a1,TRADITIONAL,噹,,,,,06:56.0,06:56.0,5679,,8
2.02207E+12,57a0a1,TRADITIONAL,当,,,,,06:56.0,06:56.0,5F53,,8
2.02207E+12,50d365,UNICODE,㗊,,,,,06:56.0,06:56.0,35CA,,8
2.02207E+12,50d365,PINYIN,LEI,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,50d365,PINYIN,JI,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,cd99fb,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,cd99fb,UNICODE,㞧,,,,,06:56.0,06:56.0,37A7,,8
2.02207E+12,cd99fb,PINYIN,HUI,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,cd99fb,SPLIT,山乃,,,,,06:56.0,06:56.0,,,8
2.02207E+12,cd99fb,TRADITIONAL,會,,,,,06:56.0,06:56.0,6703,,8
2.02207E+12,cd99fb,TRADITIONAL,会,,,,,06:56.0,06:56.0,4F1A,,8
2.02207E+12,752b10,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,752b10,UNICODE,㞭,,,,,06:56.0,06:56.0,37AD,,8
2.02207E+12,752b10,PINYIN,DAI,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,752b10,SPLIT,大山,,,,,06:56.0,06:56.0,,,8
2.02207E+12,daba78,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,daba78,UNICODE,𡷫,,,,,06:56.0,06:56.0,21DEB,,8
2.02207E+12,daba78,PINYIN,CHENG,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,daba78,SPLIT,山成,,,,,06:56.0,06:56.0,,,8
2.02207E+12,593f33,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,593f33,UNICODE,𫵷,,,,,06:56.0,06:56.0,2BD77,,8
2.02207E+12,593f33,PINYIN,LAI,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,593f33,PINYIN,LI,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,593f33,SPLIT,山历,,,,,06:56.0,06:56.0,,,8
2.02207E+12,593f33,TRADITIONAL,㠣,,,,,06:56.0,06:56.0,3823,,8
2.02207E+12,d98817,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,d98817,UNICODE,𰎠,,,,,06:56.0,06:56.0,303A0,,8
2.02207E+12,d98817,PINYIN,YAN,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,d98817,SPLIT,山严,,,,,06:56.0,06:56.0,,,8
2.02207E+12,d98817,TRADITIONAL,𪨷,,,,,06:56.0,06:56.0,2AA37,,8
2.02207E+12,d98817,TRADITIONAL,巖,,,,,06:56.0,06:56.0,5DD6,,8
2.02207E+12,22759d,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,22759d,UNICODE,𪨶,,,,,06:56.0,06:56.0,2AA36,,8
2.02207E+12,22759d,PINYIN,SHE,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,22759d,SPLIT,山大车,,,,,06:56.0,06:56.0,,,8
2.02207E+12,22759d,TRADITIONAL,輋,,,,,06:56.0,06:56.0,8F0B,,8
2.02207E+12,974f5d,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,974f5d,UNICODE,𪩘,,,,,06:56.0,06:56.0,2AA58,,8
2.02207E+12,974f5d,PINYIN,YAN,,3,,,06:56.0,06:56.0,,,8
2.02207E+12,974f5d,SPLIT,山献,,,,,06:56.0,06:56.0,,,8
2.02207E+12,974f5d,TRADITIONAL,巘,,,,,06:56.0,06:56.0,5DD8,,8
2.02207E+12,278c8f,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,278c8f,UNICODE,𬍑,,,,,06:56.0,06:56.0,2C351,,8
2.02207E+12,278c8f,PINYIN,SHAN,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,c9cc46,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,c9cc46,UNICODE,𫵳,,,,,06:56.0,06:56.0,2BD73,,8
2.02207E+12,c9cc46,PINYIN,JI,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,c9cc46,SPLIT,山几,,,,,06:56.0,06:56.0,,,8
2.02207E+12,c9cc46,TRADITIONAL,𫵳,,,,,06:56.0,06:56.0,2BD73,,8
2.02207E+12,fa95d0,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,fa95d0,UNICODE,𡹇,,,,,06:56.0,06:56.0,2.10E+48,,8
2.02207E+12,fa95d0,PINYIN,LIN,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,fa95d0,SPLIT,山林,,,,,06:56.0,06:56.0,,,8
2.02207E+12,24acd3,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,24acd3,UNICODE,𰎐,,,,,06:56.0,06:56.0,30390,,8
2.02207E+12,24acd3,PINYIN,LU,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,24acd3,SPLIT,山卢,,,,,06:56.0,06:56.0,,,8
2.02207E+12,24acd3,TRADITIONAL,㠠,,,,,06:56.0,06:56.0,3820,,8
2.02207E+12,80d8d5,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,80d8d5,UNICODE,𡸃,,,,,06:56.0,06:56.0,2.10E+04,,8
2.02207E+12,80d8d5,PINYIN,QIAN,,1,,,06:56.0,06:56.0,,,8
2.02207E+12,80d8d5,SPLIT,山佥,,,,,06:56.0,06:56.0,,,8
2.02207E+12,80d8d5,TRADITIONAL,𡽗,,,,,06:56.0,06:56.0,21F57,,8
2.02207E+12,33ea1d,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,33ea1d,UNICODE,㳇,,,,,06:56.0,06:56.0,3CC7,,8
2.02207E+12,33ea1d,PINYIN,FU,,2,,,06:56.0,06:56.0,,,8
2.02207E+12,33ea1d,PINYIN,FU,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,33ea1d,SPLIT,氵父,,,,,06:56.0,06:56.0,,,8
2.02207E+12,205583,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,205583,UNICODE,𣲘,,,,,06:56.0,06:56.0,23C98,,8
2.02207E+12,205583,PINYIN,WU,,3,,,06:56.0,06:56.0,,,8
2.02207E+12,205583,SPLIT,氵无,,,,,06:56.0,06:56.0,,,8
2.02207E+12,205583,TRADITIONAL,潕,,,,,06:56.0,06:56.0,6F55,,8
2.02207E+12,1c3f6b,PUA,,,,,,06:56.0,06:56.0,,,8
2.02207E+12,1c3f6b,UNICODE,𬇕,,,,,06:56.0,06:56.0,2C1D5,,8
2.02207E+12,1c3f6b,PINYIN,WAN,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,1c3f6b,PINYIN,MAN,,4,,,06:56.0,06:56.0,,,8
2.02207E+12,1c3f6b,SPLIT,氵万,,,,,06:56.0,06:56.0,,,8
2.02207E+12,1c3f6b,TRADITIONAL,澫,,,,,06:56.0,06:56.0,6FAB,,8
2.02207E+12,816ac4,PUA,,,,,,06:56.0,06:56.0,,,8
